Product Name,Specifications,Rating,Price,Battery Life,Weight,Webcam,Display Size,Brand,Processor,RAM,DDR,OS,Storage,Display,Warranty,Specification
Lenovo IdeaPad Slim 5,Intel Core i 5 Processor (13th Gen)16 GB DDR 5 RAMWindows 11 Home Operating System 1 TB SSD 35.56 cm (14 inch) DisplayOffice Home 20241 Year Carry-in Warranty,Not found,97290,Integrated 60Wh,1.39 Kg,"FHD 1080p + IR with Privacy Shutter, ToF Sensor",35.56 cm (14 inch),Lenovo,Intel Core i 5 Processor (13th Gen),16 GB,DDR,Windows 11 Home,1 TB SSD,35.56 cm (14 inch),20241 Year Carry-in Warranty,"Product: Lenovo IdeaPad Slim 5, Brand: Lenovo, Rating: Not found, Price: ₹97290, Processor: Intel Core i 5 Processor (13th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11 Home, Storage: 1 TB SSD, Weight: 1.39 Kg kg, Warranty: 20241 Year Carry-in Warranty"
HP Victus,Intel Core i 5 Processor (13th Gen)16 GB DDR 4 RAMWindows 11 Home Operating System 512 GB SSD 39.62 cm (15.6 inch) DisplayWindows 11 and Microsoft Office Home & Student Edition 20241 Year Carry-in Warranty,4.4,69990,"3-cell, 52.5 Wh Li-ion polymer",2.29 Kg,HP Wide Vision 720p HD camera with temporal noise reduction,39.62 cm (15.6 inch),HP,Intel Core i 5 Processor (13th Gen),16 GB,DDR,Windows 11 Home,512 GB SSD,39.62 cm (15.6 inch),20241 Year Carry-in Warranty,"Product: HP Victus, Brand: HP, Rating: 4.4, Price: ₹69990, Processor: Intel Core i 5 Processor (13th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11 Home, Storage: 512 GB SSD, Weight: 2.29 Kg kg, Warranty: 20241 Year Carry-in Warranty"
SAMSUNG Galaxy Book4,Intel Core 5 Processor 8 GB LPDDR 4X RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,4.4,50490,Not found,1.55 Kg,"Yes, 1 Megapixel",39.62 cm (15.6 Inch),SAMSUNG,Not found,8 GB,LPDDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),Not found,"Product: SAMSUNG Galaxy Book4, Brand: SAMSUNG, Rating: 4.4, Price: ₹50490, Processor: Not found, RAM: 8 GB GB, DDR: LPDDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.55 Kg kg, Warranty: Not found"
MSI Modern 15,Intel Core i 3 Processor (12th Gen)8 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 inch) Display 1 Year Warranty Term,4.1,31990,3 cell,1.7 Kg,HD type (30fps@720p),39.62 cm (15.6 inch),MSI,Intel Core i 3 Processor (12th Gen),8 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 inch),1 Year Warranty,"Product: MSI Modern 15, Brand: MSI, Rating: 4.1, Price: ₹31990, Processor: Intel Core i 3 Processor (12th Gen), RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.7 Kg kg, Warranty: 1 Year Warranty"
MSI Modern 14,Intel Core i 5 Processor (12th Gen)16 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 35.56 cm (14 inch) Display 1 Year Onsite Warranty,4.4,39900,3 cell,1.4 Kg,HD type (30fps@720p),35.56 cm (14 inch),MSI,Intel Core i 5 Processor (12th Gen),16 GB,DDR,Windows 11,512 GB SSD,35.56 cm (14 inch),1 Year Onsite Warranty,"Product: MSI Modern 14, Brand: MSI, Rating: 4.4, Price: ₹39900, Processor: Intel Core i 5 Processor (12th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.4 Kg kg, Warranty: 1 Year Onsite Warranty"
Lenovo V 14,"Intel Core i 5 Processor (12th Gen)8 GB DDR 4 RAM 64 bit Windows 11 Home Operating System 512 GB SSD 35.56 cm (14 inch) DisplayMicrosoft Office 2021, Windows 11 Home 1 Year Onsite Warranty",3.6,40490,2 Cell,Warranty Summary,720p HD camera,35.56 cm (14 inch),Lenovo,Intel Core i 5 Processor (12th Gen),8 GB,DDR,Windows 11 Home,512 GB SSD,35.56 cm (14 inch),1 Year Onsite Warranty,"Product: Lenovo V 14, Brand: Lenovo, Rating: 3.6, Price: ₹40490, Processor: Intel Core i 5 Processor (12th Gen), RAM: 8 GB GB, DDR: DDR, OS: Windows 11 Home, Storage: 512 GB SSD, Weight: Warranty Summary kg, Warranty: 1 Year Onsite Warranty"
MOTOROLA Motobook 60 Full Metal,Intel Core 7 (Series 2) Processor 16 GB DDR 5 RAM 64 bit Windows 11 Operating System 512 GB SSD 35.56 cm (14 Inch) DisplayOffice Home 20241 Year Onsite Warranty,4.2,70990,Lithium-Polymer,1.4 Kg,Finger Print Sensor,35.56 cm (14 Inch),MOTOROLA,Not found,16 GB,DDR,Windows 11,512 GB SSD,35.56 cm (14 Inch),20241 Year Onsite Warranty,"Product: MOTOROLA Motobook 60 Full Metal, Brand: MOTOROLA, Rating: 4.2, Price: ₹70990, Processor: Not found, RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.4 Kg kg, Warranty: 20241 Year Onsite Warranty"
HP 15,AMD Ryzen 3 Quad Core Processor 8 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty,4.2,29990,Not found,1.59 Kg,HP True Vision 1080p FHD camera,39.62 cm (15.6 Inch),HP,Not found,8 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: HP 15, Brand: HP, Rating: 4.2, Price: ₹29990, Processor: Not found, RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.59 Kg kg, Warranty: 1 Year Onsite Warranty"
HP 14s,Intel Core i 3 Processor (12th Gen)8 GB DDR 4 RAM 64 bit Windows 11 Operating System 512 GB SSD 35.56 cm (14 Inch) Display 1 Year Onsite Warranty,3.7,34890,Warranty Summary,1.41 Kg,HP Wide Vision 720p HD camera,35.56 cm (14 Inch),HP,Intel Core i 3 Processor (12th Gen),8 GB,DDR,Windows 11,512 GB SSD,35.56 cm (14 Inch),1 Year Onsite Warranty,"Product: HP 14s, Brand: HP, Rating: 3.7, Price: ₹34890, Processor: Intel Core i 3 Processor (12th Gen), RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.41 Kg kg, Warranty: 1 Year Onsite Warranty"
SAMSUNG Galaxy Book4,Intel Core 5 Processor 16 GB LPDDR 4X RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,4.4,55487,Not found,1.55 Kg,"Yes, 1 Megapixel",39.62 cm (15.6 Inch),SAMSUNG,Not found,16 GB,LPDDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),Not found,"Product: SAMSUNG Galaxy Book4, Brand: SAMSUNG, Rating: 4.4, Price: ₹55487, Processor: Not found, RAM: 16 GB GB, DDR: LPDDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.55 Kg kg, Warranty: Not found"
MOTOROLA Motobook 60 Full Metal,Intel Core 5 (Series 2) Processor 16 GB DDR 5 RAM 64 bit Windows 11 Operating System 512 GB SSD 35.56 cm (14 Inch) DisplayOffice Home 20241 Year Onsite Warranty,4.4,62990,Lithium-Polymer,1.4 Kg,Finger Print Sensor,35.56 cm (14 Inch),MOTOROLA,Not found,16 GB,DDR,Windows 11,512 GB SSD,35.56 cm (14 Inch),20241 Year Onsite Warranty,"Product: MOTOROLA Motobook 60 Full Metal, Brand: MOTOROLA, Rating: 4.4, Price: ₹62990, Processor: Not found, RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.4 Kg kg, Warranty: 20241 Year Onsite Warranty"
HP Backlit,Intel Core i 5 Processor (12th Gen)8 GB DDR 4 RAM 64 bit Windows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty,4.3,44990,Warranty Summary,1.69 Kg,HP True Vision 720p HD camera,39.62 cm (15.6 Inch),HP,Intel Core i 5 Processor (12th Gen),8 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: HP Backlit, Brand: HP, Rating: 4.3, Price: ₹44990, Processor: Intel Core i 5 Processor (12th Gen), RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.69 Kg kg, Warranty: 1 Year Onsite Warranty"
DELL Inspiron 3535,AMD Ryzen 5 Quad Core Processor 8 GB LPDDR 5 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty,Not found,38690,up tp 4 Hours,1.67 Kg,Not found,39.62 cm (15.6 Inch),DELL,Not found,8 GB,LPDDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: DELL Inspiron 3535, Brand: DELL, Rating: Not found, Price: ₹38690, Processor: Not found, RAM: 8 GB GB, DDR: LPDDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.67 Kg kg, Warranty: 1 Year Onsite Warranty"
"ASUS Vivobook 15, with Backlit Keyboard,",Intel Core i 3 Processor (12th Gen)8 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1-year warranty,4.3,32990,UPTO 8 HRS,Not found,720p HD camera With privacy shutter,39.62 cm (15.6 Inch),ASUS,Intel Core i 3 Processor (12th Gen),8 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),Not found,"Product: ASUS Vivobook 15, with Backlit Keyboard,, Brand: ASUS, Rating: 4.3, Price: ₹32990, Processor: Intel Core i 3 Processor (12th Gen), RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: Not found kg, Warranty: Not found"
Lenovo IdeaPad Slim 3,AMD Ryzen 3 Quad Core Processor 8 GB LPDDR 5 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) DisplayMicrosoft Office Home & Student 20211 Yr. Onsite + 1 Yr. Accidental Damage Protection,4,33490,Not found,1.62 kg,HD 720p with Privacy Shutter,39.62 cm (15.6 Inch),Lenovo,Not found,8 GB,LPDDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),Not found,"Product: Lenovo IdeaPad Slim 3, Brand: Lenovo, Rating: 4, Price: ₹33490, Processor: Not found, RAM: 8 GB GB, DDR: LPDDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.62 kg kg, Warranty: Not found"
Lenovo IdeaPad Slim 3 Backlit,Intel Core i 5 Processor (12th Gen)16 GB LPDDR 5 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Yr. Onsite + 1 Yr. Accidental Damage Protection,4.2,52990,Not found,1.62 Kg,Full HD 1080p with Privacy Shutter,39.62 cm (15.6 Inch),Lenovo,Intel Core i 5 Processor (12th Gen),16 GB,LPDDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),Not found,"Product: Lenovo IdeaPad Slim 3 Backlit, Brand: Lenovo, Rating: 4.2, Price: ₹52990, Processor: Intel Core i 5 Processor (12th Gen), RAM: 16 GB GB, DDR: LPDDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.62 Kg kg, Warranty: Not found"
MSI Thin 15,Intel Core i 5 Processor (12th Gen)16 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 2 Year Onsite Warranty,4.3,50990,Model Number,1.86 Kg,HD type (30fps@720p),39.62 cm (15.6 Inch),MSI,Intel Core i 5 Processor (12th Gen),16 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),2 Year Onsite Warranty,"Product: MSI Thin 15, Brand: MSI, Rating: 4.3, Price: ₹50990, Processor: Intel Core i 5 Processor (12th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.86 Kg kg, Warranty: 2 Year Onsite Warranty"
ASUS TUF Gaming A15,AMD Ryzen 7 Octa Core Processor 8 GB DDR 5 RAMWindows 11 Home Operating System 512 GB SSD 39.62 cm (15.6 inch) Display 1 Year Carry-in Warranty,4.3,52990,3 Cell,2.30 Kg,720p HD camera,39.62 cm (15.6 inch),ASUS,Not found,8 GB,DDR,Windows 11 Home,512 GB SSD,39.62 cm (15.6 inch),1 Year Carry-in Warranty,"Product: ASUS TUF Gaming A15, Brand: ASUS, Rating: 4.3, Price: ₹52990, Processor: Not found, RAM: 8 GB GB, DDR: DDR, OS: Windows 11 Home, Storage: 512 GB SSD, Weight: 2.30 Kg kg, Warranty: 1 Year Carry-in Warranty"
DELL MSO'2021,"Processor: Intel i 3-1215U (Base- 0.9 GHz & Turbo up to 4.40 GHz) 6 CoresRAM & Storage: 8GB DDR 4 & 512GB SSDGraphics & Keyboard: Integrated & Standard KeyboardDisplay: 15.6"" FHD WVA AG 120Hz 250 nits Narrow BorderIntel Core i 3 Processor (12th Gen)8 GB DDR 4 RAM 64 bit Windows 11 Operating System 512 GB SSD 39.37 cm (15.5 inch) Display 1 Year Onsite Hardware Service",4.2,35890,3 Cell,1.65 Kg,HD Camera,39.37 cm (15.5 inch),DELL,"Intel i 3-1215U (Base- 0.9 GHz & Turbo up to 4.40 GHz) 6 CoresRAM & Storage: 8GB DDR 4 & 512GB SSDGraphics & Keyboard: Integrated & Standard KeyboardDisplay: 15.6"" FHD WVA AG 120Hz 250 nits Narrow BorderIntel Core i 3 Processor (12th Gen)",8GB,DDR,Windows 11,512GB SSD,39.37 cm (15.5 inch),Not found,"Product: DELL MSO'2021, Brand: DELL, Rating: 4.2, Price: ₹35890, Processor: Intel i 3-1215U (Base- 0.9 GHz & Turbo up to 4.40 GHz) 6 CoresRAM & Storage: 8GB DDR 4 & 512GB SSDGraphics & Keyboard: Integrated & Standard KeyboardDisplay: 15.6"" FHD WVA AG 120Hz 250 nits Narrow BorderIntel Core i 3 Processor (12th Gen), RAM: 8GB GB, DDR: DDR, OS: Windows 11, Storage: 512GB SSD, Weight: 1.65 Kg kg, Warranty: Not found"
Infinix ZEROBOOK 13,Intel Core i 9 Processor (13th Gen)32 GB LPDDR 5X RAMWindows 11 Operating System 1 TB SSD 39.62 cm (15.6 inch) Display 1 Year Onsite Warranty,4,58990,Upto 10 Hours,1.80 Kg,Mi-Pi AI-enhanced FHD BeautyCam,39.62 cm (15.6 inch),Infinix,Intel Core i 9 Processor (13th Gen),32 GB,LPDDR,Windows 11,1 TB SSD,39.62 cm (15.6 inch),1 Year Onsite Warranty,"Product: Infinix ZEROBOOK 13, Brand: Infinix, Rating: 4, Price: ₹58990, Processor: Intel Core i 9 Processor (13th Gen), RAM: 32 GB GB, DDR: LPDDR, OS: Windows 11, Storage: 1 TB SSD, Weight: 1.80 Kg kg, Warranty: 1 Year Onsite Warranty"
CHUWI,"Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR 4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor (11th Gen)8 GB DDR 4 RAM 64 bit Windows 11 Operating System 256 GB SSD 35.81 cm (14.1 inch) DisplayWPS Office, Operating System Software 1 Year Onsite Warranty",3.7,16490,Up To 9 Hours,1.39 kg,Yes,35.81 cm (14.1 inch),CHUWI,Intel Celeron Dual Core Processor (11th Gen),8GB,LPDDR,Windows 11,256 GB SSD,35.81 cm (14.1 inch),1 Year Onsite Warranty,"Product: CHUWI, Brand: CHUWI, Rating: 3.7, Price: ₹16490, Processor: Intel Celeron Dual Core Processor (11th Gen), RAM: 8GB GB, DDR: LPDDR, OS: Windows 11, Storage: 256 GB SSD, Weight: 1.39 kg kg, Warranty: 1 Year Onsite Warranty"
HP,Intel Core i 5 Processor (12th Gen)16 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 inch) Display 1 Year Onsite warranty,4.3,46190,Not found,1.69 Kg,HP True Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,39.62 cm (15.6 inch),HP,Intel Core i 5 Processor (12th Gen),16 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 inch),Not found,"Product: HP, Brand: HP, Rating: 4.3, Price: ₹46190, Processor: Intel Core i 5 Processor (12th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.69 Kg kg, Warranty: Not found"
Lenovo V15,Intel Core i 5 Processor (11th Gen)8 GB DDR 4 RAM 64 bit Windows 11 Operating System 512 GB SSD 39.62 cm (15.6 inch) DisplayNo 1 Year Onsite Warranty + 1 Year Accidental Damage Protection Add On,4.1,37990,2 Cell,1.7 kg,"1MP HD with Array Microphone, with Thinkshutter",39.62 cm (15.6 inch),Lenovo,Intel Core i 5 Processor (11th Gen),8 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 inch),1 Year Onsite Warranty,"Product: Lenovo V15, Brand: Lenovo, Rating: 4.1, Price: ₹37990, Processor: Intel Core i 5 Processor (11th Gen), RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.7 kg kg, Warranty: 1 Year Onsite Warranty"
DELL 15,"Intel Core i 7 Processor (13th Gen)16 GB DDR 4 RAM 64 bit Windows 11 Operating System 512 GB SSD 39.62 cm (15.6 inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Hardware Service",4.3,69490,Up to 7 Hrs*,1.62 Kg,Not found,39.62 cm (15.6 inch),DELL,Intel Core i 7 Processor (13th Gen),16 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 inch),Not found,"Product: DELL 15, Brand: DELL, Rating: 4.3, Price: ₹69490, Processor: Intel Core i 7 Processor (13th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.62 Kg kg, Warranty: Not found"
ASUS Vivobook Pro 15 OLED For Creator,AMD Ryzen 5 Hexa Core Processor 16 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty,4.3,65499,3 Cell,1.80 Kg,1080p FHD camera With privacy shutter,39.62 cm (15.6 Inch),ASUS,Not found,16 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: ASUS Vivobook Pro 15 OLED For Creator, Brand: ASUS, Rating: 4.3, Price: ₹65499, Processor: Not found, RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.80 Kg kg, Warranty: 1 Year Onsite Warranty"
Lenovo IdeaPad Flex 5,AMD Ryzen 7 Octa Core Processor 16 GB LPDDR 4X RAMWindows 11 Operating System 512 GB SSD 35.56 cm (14 Inch) Touchscreen Display 1 Year Onsite Premium Support with 1 Year Onsite Warranty,4,64990,Not found,1.55 Kg,Full HD 1080p with Privacy Shutter,35.56 cm (14 Inch),Lenovo,Not found,16 GB,LPDDR,Windows 11,512 GB SSD,35.56 cm (14 Inch),1 Year Onsite Warranty,"Product: Lenovo IdeaPad Flex 5, Brand: Lenovo, Rating: 4, Price: ₹64990, Processor: Not found, RAM: 16 GB GB, DDR: LPDDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.55 Kg kg, Warranty: 1 Year Onsite Warranty"
Lenovo IdeaPad Slim 5,Intel Core i 5 Processor (13th Gen)16 GB DDR 5 RAMWindows 11 Home Operating System 1 TB SSD 35.56 cm (14 inch) DisplayOffice Home 20241 Year Carry-in Warranty,Not found,97290,Integrated 60Wh,1.39 Kg,"FHD 1080p + IR with Privacy Shutter, ToF Sensor",35.56 cm (14 inch),Lenovo,Intel Core i 5 Processor (13th Gen),16 GB,DDR,Windows 11 Home,1 TB SSD,35.56 cm (14 inch),20241 Year Carry-in Warranty,"Product: Lenovo IdeaPad Slim 5, Brand: Lenovo, Rating: Not found, Price: ₹97290, Processor: Intel Core i 5 Processor (13th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11 Home, Storage: 1 TB SSD, Weight: 1.39 Kg kg, Warranty: 20241 Year Carry-in Warranty"
HP Victus,Intel Core i 5 Processor (13th Gen)16 GB DDR 4 RAMWindows 11 Home Operating System 512 GB SSD 39.62 cm (15.6 inch) DisplayWindows 11 and Microsoft Office Home & Student Edition 20241 Year Carry-in Warranty,4.4,69990,"3-cell, 52.5 Wh Li-ion polymer",2.29 Kg,HP Wide Vision 720p HD camera with temporal noise reduction,39.62 cm (15.6 inch),HP,Intel Core i 5 Processor (13th Gen),16 GB,DDR,Windows 11 Home,512 GB SSD,39.62 cm (15.6 inch),20241 Year Carry-in Warranty,"Product: HP Victus, Brand: HP, Rating: 4.4, Price: ₹69990, Processor: Intel Core i 5 Processor (13th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11 Home, Storage: 512 GB SSD, Weight: 2.29 Kg kg, Warranty: 20241 Year Carry-in Warranty"
ASUS Vivobook S14 Flip,"Intel Core i 5 Processor (13th Gen)16 GB DDR 4 RAMWindows 11 Home Operating System 512 GB SSD 35.56 cm (14 inch) Touchscreen DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year 1 Year Onsite Warranty",Not found,65990,3-cell,1.50 Kg,1080p FHD camera with privacy shutter,35.56 cm (14 inch),ASUS,Intel Core i 5 Processor (13th Gen),16 GB,DDR,Windows 11 Home,512 GB SSD,35.56 cm (14 inch),1 Year Onsite Warranty,"Product: ASUS Vivobook S14 Flip, Brand: ASUS, Rating: Not found, Price: ₹65990, Processor: Intel Core i 5 Processor (13th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11 Home, Storage: 512 GB SSD, Weight: 1.50 Kg kg, Warranty: 1 Year Onsite Warranty"
Lenovo IdeaPad Slim 1,Intel Celeron Dual Core Processor 8 GB DDR 4 RAMWindows 11 Operating System 256 GB SSD 35.56 cm (14 Inch) Display 1 Yr. Onsite + 1 Yr. Accidental Damage Protection,4,22000,Upto 11 Hours,1.3 Kg,HD 720p with Privacy Shutter,35.56 cm (14 Inch),Lenovo,Not found,8 GB,DDR,Windows 11,256 GB SSD,35.56 cm (14 Inch),Not found,"Product: Lenovo IdeaPad Slim 1, Brand: Lenovo, Rating: 4, Price: ₹22000, Processor: Not found, RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 256 GB SSD, Weight: 1.3 Kg kg, Warranty: Not found"
MOTOROLA Motobook 60 Full Metal,Intel Core 7 (Series 2) Processor 16 GB DDR 5 RAM 64 bit Windows 11 Operating System 512 GB SSD 35.56 cm (14 Inch) DisplayOffice Home 20241 Year Onsite Warranty,4.2,70990,Lithium-Polymer,1.4 Kg,Finger Print Sensor,35.56 cm (14 Inch),MOTOROLA,Not found,16 GB,DDR,Windows 11,512 GB SSD,35.56 cm (14 Inch),20241 Year Onsite Warranty,"Product: MOTOROLA Motobook 60 Full Metal, Brand: MOTOROLA, Rating: 4.2, Price: ₹70990, Processor: Not found, RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.4 Kg kg, Warranty: 20241 Year Onsite Warranty"
HP 15,AMD Ryzen 3 Quad Core Processor 8 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty,4.2,29990,Not found,1.59 Kg,HP True Vision 1080p FHD camera,39.62 cm (15.6 Inch),HP,Not found,8 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: HP 15, Brand: HP, Rating: 4.2, Price: ₹29990, Processor: Not found, RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.59 Kg kg, Warranty: 1 Year Onsite Warranty"
MSI,Intel Core i 5 Processor (12th Gen)16 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 35.56 cm (14 Inch) Display 1 Year Carry-in Warranty,Not found,40490,Not found,1.4 Kg,HD type (30fps@720p),35.56 cm (14 Inch),MSI,Intel Core i 5 Processor (12th Gen),16 GB,DDR,Windows 11,512 GB SSD,35.56 cm (14 Inch),1 Year Carry-in Warranty,"Product: MSI, Brand: MSI, Rating: Not found, Price: ₹40490, Processor: Intel Core i 5 Processor (12th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.4 Kg kg, Warranty: 1 Year Carry-in Warranty"
DELL Inspiron 15 3520,Intel Core i 5 Processor (12th Gen)8 GB DDR 4 RAM 64 bit Windows 11 Operating System 512 GB SSD 39.62 cm (15.6 inch) DisplayOffice Home & Student 20211 Year Onsite Warranty,3.9,52680,3 Cell,1.65 kg,Finger Print Sensor,39.62 cm (15.6 inch),DELL,Intel Core i 5 Processor (12th Gen),8 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 inch),20211 Year Onsite Warranty,"Product: DELL Inspiron 15 3520, Brand: DELL, Rating: 3.9, Price: ₹52680, Processor: Intel Core i 5 Processor (12th Gen), RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.65 kg kg, Warranty: 20211 Year Onsite Warranty"
HP 255 G9,AMD Ryzen 3 Dual Core Processor 8 GB DDR 4 RAM 64 bit Windows 11 Operating System 512 GB SSD 39.62 cm (15.6 inch) DisplayWindows 111 Year,4,27350,3 Cell,1.78 kg,Yes,39.62 cm (15.6 inch),HP,Not found,8 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 inch),Not found,"Product: HP 255 G9, Brand: HP, Rating: 4, Price: ₹27350, Processor: Not found, RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.78 kg kg, Warranty: Not found"
Infinix ZEROBOOK 13,Intel Core i 7 Processor (13th Gen)32 GB LPDDR 5X RAMWindows 11 Operating System 1 TB SSD 39.62 cm (15.6 inch) Display 1 Year Onsite Warranty,4,67990,Upto 10 Hours,1.80 Kg,Mi-Pi AI-enhanced FHD BeautyCam,39.62 cm (15.6 inch),Infinix,Intel Core i 7 Processor (13th Gen),32 GB,LPDDR,Windows 11,1 TB SSD,39.62 cm (15.6 inch),1 Year Onsite Warranty,"Product: Infinix ZEROBOOK 13, Brand: Infinix, Rating: 4, Price: ₹67990, Processor: Intel Core i 7 Processor (13th Gen), RAM: 32 GB GB, DDR: LPDDR, OS: Windows 11, Storage: 1 TB SSD, Weight: 1.80 Kg kg, Warranty: 1 Year Onsite Warranty"
MOTOROLA Motobook 60 Full Metal,Intel Core 5 (Series 2) Processor 16 GB DDR 5 RAM 64 bit Windows 11 Operating System 512 GB SSD 35.56 cm (14 Inch) DisplayOffice Home 20241 Year Onsite Warranty,4.4,62990,Lithium-Polymer,1.4 Kg,Finger Print Sensor,35.56 cm (14 Inch),MOTOROLA,Not found,16 GB,DDR,Windows 11,512 GB SSD,35.56 cm (14 Inch),20241 Year Onsite Warranty,"Product: MOTOROLA Motobook 60 Full Metal, Brand: MOTOROLA, Rating: 4.4, Price: ₹62990, Processor: Not found, RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.4 Kg kg, Warranty: 20241 Year Onsite Warranty"
